nodeid,pca_component
1224410,-0.32326416298259875
1224593,0.9324589460469388
1225310,1.155976937263512
1225587,-1.5681578628096
1226405,0.21889603002086913
1226483,1.4366705896888452
1226941,0.15053642779205667
1227398,-1.8217001692586068
1227597,1.3213307432203123
1227736,-1.6613380902663013
1227796,0.2482505538677344
1227848,0.20465667703418572
1228169,1.4805801539798937
1228851,0.3626246573226917
1228981,-1.78496004642103
1230326,1.2130007646310221
1230332,-1.9162732430409715
1230484,-0.6850788398611514
1230525,-1.141740787069283
1230572,-0.17106551528528727
1230598,-1.612243972852102
1231148,0.6384056860983214
1231390,-0.022771119332545765
1231429,1.325986051124489
1231657,-0.0030105975233742244
1231667,-1.6174181016218518
1232343,-0.08481384498112755
1232506,-0.6662998780090628
1232740,0.07209874873018562
1232857,0.14710483500280452
1234201,-0.045757357023523515
1234202,1.2267854099365398
1234244,0.24501237327317454
1234504,1.5449509635545227
1234586,1.2019202650594758
1234646,1.4689251942672625
1234673,1.044055998992199
1234774,1.4890909790835087
1234798,1.5276064179557476
1234801,0.33142358690478907
1234802,-0.01868112405880288
1235033,-0.5692038517423245
1235365,-0.3737359224180994
1235695,-1.1607983255619685
1235756,-0.47195575589570665
1235950,-1.5478839663449993
1236053,-0.047354548425317305
1236261,-1.6316537642618194
1236908,1.0795020947893585
1237608,-0.07975308016804414
1237816,1.7055956256963822
1238295,-0.3545141585095659
1240016,-0.21481766701918845
