src	trg	nij	score
638312	897056	9	0.9945323643279222
638312	304185	1	0.9726853634574067
638312	1143967	1	0.8887342190859474
638312	924811	1	0.956169995610576
638312	38369	8	0.9881128005462128
638312	76942	1	0.9193070052275728
638312	441134	5	0.9891830848529802
638312	466663	11	0.9974856334928196
638312	154383	1	0.986497113513396
588398	443464	1	0.9807760408762078
588398	334551	1	0.9884211060890762
588398	650475	2	0.9703595601741188
588398	1001160	1	0.9243604551151304
588398	1133563	1	0.9779242757192292
588398	856241	2	0.9779242757192292
588398	731345	1	0.9760276565141688
588398	248766	1	0.9684774138407782
588398	1147343	2	0.9338412337782608
588398	1142489	1	0.8838982846969952
588398	869197	1	0.9415848457800258
588398	1138488	1	0.9434158931850896
588398	1089779	1	0.8916803555899121
588398	21564	2	0.9647238878992398
588398	682464	1	0.9951591123340722
588398	1082208	1	0.9333876502975088
588398	924811	1	0.9171991675847716
588398	119331	2	0.9347490395187094
588398	1118435	4	0.9951591123340722
167672	1073542	4	0.9956875562606434
167672	1037707	2	0.9861912034596272
167672	34212	1	0.9895325203252032
1114216	608877	2	0.9943334118590866
651899	872710	6	0.997831439031546
651899	181542	5	0.9961762981467792
651899	722729	2	0.9956040035422812
651899	797727	1	0.990468080779838
651899	972253	2	0.9980863197376982
651899	1156248	7	0.9955767596032552
651899	1032525	1	0.9919870775727204
651899	63290	1	0.9844151894884888
651899	354696	2	0.984038105855228
651899	181918	1	0.9601992540489124
651899	579895	1	0.908950184659264
651899	188205	4	0.9920820918540942
955769	931750	3	0.9946763121362252
955769	17047	2	0.9946073597531466
955769	1143023	1	0.9598523378353012
579895	1150033	1	0.9864647185766756
579895	137359	1	0.8804149457304773
579895	94806	3	0.9802107529523114
579895	429620	1	0.9106069504690634
579895	1047399	2	0.986912942340646
579895	234860	6	0.9906560213825676
579895	583231	7	0.998314206933833
579895	1131709	9	0.9876604316129372
579895	682351	2	0.9932093810537186
579895	898247	6	0.9939616162498
579895	1067474	1	0.947797536453068
579895	21508	1	0.8197922441811439
579895	181918	2	0.9529814573004866
579895	666051	1	0.9882588280953876
579895	1120401	1	0.9775425203966226
579895	1120847	1	0.942641062761699
579895	844206	4	0.9927583123086878
579895	652101	2	0.9779867263622528
372772	973674	1	0.9966125524963304
825942	1080618	1	0.9713941486396576
825942	1144240	3	0.989438651631565
825942	820821	4	0.9945293404371252
825942	561410	1	0.9652240004588998
825942	378317	6	0.9902560878271294
825942	118157	16	0.9951895220483272
825942	1089779	1	0.9198246031857216
825942	671814	1	0.9496299247045268
825942	1143023	1	0.8696463349329949
825942	1033671	1	0.9852452782355178
825942	1118435	1	0.9859429457499148
1015297	50781	5	0.9946160692648002
1015297	1052000	30	0.9981356041765188
1015297	648182	6	0.9945166401959018
1015297	985	10	0.9797137094080064
396556	229796	1	0.9980790365292892
396556	174210	3	0.9992462409305763
911729	1146897	6	0.9918658344151332
911729	494890	4	0.9846612689346796
911729	689335	1	0.9742804301121742
911729	1025200	1	0.9470364983208036
911729	1154625	2	0.9941447762727926
911729	1006382	1	0.9897925106358264
911729	1023533	1	0.9974383220462816
911729	1118718	1	0.9930046538685282
911729	1128862	2	0.96890164399602
1146897	217112	3	0.9682830361102284
1146897	353008	2	0.9546946569649164
1146897	47279	1	0.944625863613385
1146897	945483	1	0.9371420796794024
1146897	239333	4	0.9865160110477564
1146897	708552	13	0.94424067345875
1146897	84418	2	0.8510638477494278
1146897	1021919	2	0.8792835384929212
1146897	1142312	3	0.9742875408566618
1146897	1137978	2	0.9597682554267092
1146897	550297	1	0.9065698812906726
1146897	720300	1	0.97128071607611
1146897	205411	1	0.8922354127040565
1146897	1035996	1	0.8804536504037709
1146897	692542	6	0.9710662933014504
1146897	634579	1	0.9334217469208088
1146897	689335	11	0.977028988774176
1146897	361699	1	0.9383853743060222
1146897	1157743	6	0.9903343754198302
1146897	1131545	5	0.9772172527315166
1146897	1137789	6	0.9790311283765732
1146897	272352	2	0.9321848095242292
1146897	830676	1	0.8051488082986868
1146897	1023399	1	0.9661474119161972
1146897	406799	3	0.9773035523619888
1146897	665190	2	0.9540623036579226
1146897	925652	3	0.9640164170842298
1146897	1012027	2	0.9011690769901752
1146897	949065	2	0.9687107178002686
1146897	199355	1	0.9559605921876616
1146897	1152382	3	0.9400455851749084
1146897	972375	7	0.9849772330587782
1146897	1003317	1	0.8875050359315871
1146897	973490	2	0.9648682604573472
1146897	1079254	9	0.9734275124789168
1146897	1101946	2	0.9396302658978763
1146897	312439	1	0.942124852300568
1146897	94519	6	0.9781669631869738
1146897	102106	1	0.9162474611703262
1146897	1154625	2	0.9440000070928714
1146897	1007680	1	0.6386467075713528
1146897	1132448	2	0.9732126224470052
1146897	1132906	2	0.95532741967559
1146897	685082	2	0.9725682330566646
1146897	1006382	1	0.9041657403290352
1146897	152304	5	0.9458787863727852
1146897	357231	2	0.7917620380395922
1146897	349677	1	0.9334217469208088
1146897	721439	1	0.7426534521264336
1146897	747924	1	0.6928374442958658
1146897	128464	18	0.9558198517496572
1146897	266811	4	0.9957048125850174
1146897	776263	5	0.994979759265736
1146897	339379	1	0.8258842026021438
1146897	190543	2	0.9751483191695208
1146897	1139565	4	0.912001458009416
1146897	1105007	3	0.979896048919855
1146897	202562	1	0.9223459974504602
1146897	234226	1	0.7702323899086716
1146897	978127	4	0.8807464060904431
1146897	6261	1	0.8258842026021438
1146897	1125812	1	0.9396302658978763
1146897	1140720	3	0.957651058723532
1146897	608682	1	0.9816281600323912
1146897	131107	5	0.9878889332933934
1146897	1128862	6	0.901767654864954
494890	353008	4	0.971177929090154
494890	419460	1	0.9801463735342778
494890	1147574	6	0.9518896427954642
494890	239333	1	0.9337559574835872
494890	1141831	1	0.9321950256612712
494890	708552	2	0.6191692894371886
494890	1123160	6	0.9545459677865064
494890	146354	1	0.9136585161497536
494890	1137978	1	0.9014971763171404
494890	550297	2	0.94002498663958
494890	1035996	7	0.9773422724719536
494890	305666	1	0.8386907417408251
494890	1054357	1	0.746142378410061
494890	1001452	22	0.970735326440882
494890	692542	3	0.9285626328881154
494890	689335	4	0.9224960083611792
494890	664495	1	0.7641591410861296
494890	871908	1	0.9510941526545836
494890	1131545	1	0.864469848742011
494890	564063	1	0.8500595698148105
494890	1111631	4	0.8765284176346896
494890	1012027	1	0.768068354454877
494890	949065	2	0.9606830391953473
494890	199355	1	0.9447534981409474
494890	1025200	12	0.9454120594826192
494890	972375	4	0.9671281642730516
494890	773463	2	0.9252019042835844
494890	1003317	1	0.8601232489955478
494890	529793	1	0.9213386657506686
494890	1079254	4	0.9263639071215644
494890	458857	5	0.9635781113318512
494890	1007680	15	0.9635781113318512
494890	863812	2	0.9842499733035056
494890	647010	1	0.9415986001799364
494890	506389	1	0.9106036207485484
494890	1136251	1	0.8401041981375925
494890	1074985	1	0.854359210294854
494890	206298	1	0.868836809698821
494890	152304	8	0.957076181966998
494890	565896	3	0.9332353667281896
494890	979966	4	0.8281586376756975
494890	928741	1	0.973615801715261
494890	349677	2	0.95747628842418
494890	878624	86	0.9976128523075782
494890	721439	1	0.6858816835565671
494890	747924	4	0.8917293181186792
494890	643355	1	0.9106036207485484
494890	128464	5	0.813889646299527
494890	611457	4	0.9144237670236564
494890	141774	1	0.9850727351080434
494890	262269	1	0.8122417133373446
494890	339379	2	0.8865111540923577
494890	549910	1	0.9622903578012852
494890	1122548	3	0.9911272336293344
494890	268984	5	0.9375125036494752
494890	1139565	16	0.9713808550858524
494890	650981	2	0.9663202073375244
494890	76942	3	0.911112092478939
494890	202562	1	0.9030088839668526
494890	234226	1	0.7185620857657025
494890	978127	4	0.8518486612123622
494890	1107025	4	0.9891968000464496
494890	865299	4	0.8608462743593704
494890	903595	3	0.93271505619615
494890	965318	2	0.9785096821930664
494890	1140720	2	0.9213386657506686
494890	686789	2	0.9590783515544864
494890	1128862	21	0.9634400569010424
689335	217112	1	0.9498830580974488
689335	353008	2	0.9756537534847932
689335	1130438	1	0.9729090146720344
689335	1021919	2	0.9339503984109429
689335	720300	1	0.9846271374832096
689335	1035996	1	0.9346090590170184
689335	391801	1	0.914397023051791
689335	196774	1	0.9901898492896536
689335	1132377	1	0.7789042407327779
689335	365528	2	0.9667611495820028
689335	1111631	3	0.9286972156201124
689335	1058176	3	0.9469869361678952
689335	1079254	1	0.8789356870474314
689335	1101946	5	0.9868484864740648
689335	1151060	1	0.977717324635778
689335	465421	1	0.9694887972291286
689335	863812	5	0.9973276947960736
689335	1006382	1	0.9478771338819952
689335	565896	1	0.9163345499293816
689335	251720	1	0.8789356870474314
689335	357231	8	0.9695741581332636
689335	721439	3	0.948991026407594
689335	128464	3	0.8655654945915132
689335	126762	1	0.9385704636037951
689335	618512	1	0.9586233510083324
689335	76942	1	0.8889327293685075
689335	1107098	4	0.9780616723396462
689335	903595	2	0.9569364453333832
689335	1125812	3	0.9890283809453542
689335	608682	1	0.9901898492896536
689335	1128862	4	0.9208707338055884
689335	880886	1	0.970171891707326
1025200	1130438	1	0.9442534045786906
1025200	1021919	3	0.9092305459611644
1025200	1137978	1	0.912810437901951
